MODEL LOADED D:\Projects\Multi_Agent_Graph_Analysis\prelab\models\Qwen2.5-7B-Instruct-bnb-4bit GPU GiB 5.197
DONE lumina 197 400 ragognize_test_2096__complete seconds 0.519
DONE lumina 198 400 ragognize_test_2096__partial seconds 0.524
DONE lumina 199 400 ragognize_test_2206__complete seconds 0.384
DONE lumina 200 400 ragognize_test_2206__partial seconds 0.492
DONE lumina 201 400 ragognize_test_2293__complete seconds 0.5
DONE lumina 202 400 ragognize_test_2293__partial seconds 0.521
DONE lumina 203 400 ragognize_train_0088__complete seconds 0.52
DONE lumina 204 400 ragognize_train_0088__partial seconds 0.525
DONE lumina 205 400 ragognize_train_0095__complete seconds 0.391
DONE lumina 206 400 ragognize_train_0095__partial seconds 0.498
DONE lumina 207 400 ragognize_train_0445__complete seconds 0.539
DONE lumina 208 400 ragognize_train_0445__partial seconds 0.52
DONE lumina 209 400 ragognize_train_0584__complete seconds 0.392
DONE lumina 210 400 ragognize_train_0584__partial seconds 0.395
DONE lumina 211 400 ragognize_train_0613__complete seconds 0.417
DONE lumina 212 400 ragognize_train_0613__partial seconds 0.398
DONE lumina 213 400 ragognize_train_0845__complete seconds 0.416
DONE lumina 214 400 ragognize_train_0845__partial seconds 0.428
DONE lumina 215 400 ragognize_train_0855__complete seconds 0.387
DONE lumina 216 400 ragognize_train_0855__partial seconds 0.497
DONE lumina 217 400 ragognize_train_0913__complete seconds 0.41
DONE lumina 218 400 ragognize_train_0913__partial seconds 0.424
DONE lumina 219 400 ragognize_train_1145__complete seconds 0.528
DONE lumina 220 400 ragognize_train_1145__partial seconds 0.419
DONE lumina 221 400 ragognize_train_1159__complete seconds 0.417
DONE lumina 222 400 ragognize_train_1159__partial seconds 0.426
DONE lumina 223 400 ragognize_train_1168__complete seconds 0.517
DONE lumina 224 400 ragognize_train_1168__partial seconds 0.421
DONE lumina 225 400 ragognize_train_1279__complete seconds 0.523
DONE lumina 226 400 ragognize_train_1279__partial seconds 0.67
DONE lumina 227 400 ragognize_train_1511__complete seconds 0.523
DONE lumina 228 400 ragognize_train_1511__partial seconds 0.533
DONE lumina 229 400 ragognize_train_1686__complete seconds 0.394
DONE lumina 230 400 ragognize_train_1686__partial seconds 0.394
DONE lumina 231 400 ragognize_train_1892__complete seconds 0.53
DONE lumina 232 400 ragognize_train_1892__partial seconds 0.534
DONE lumina 233 400 ragognize_train_1996__complete seconds 0.556
DONE lumina 234 400 ragognize_train_1996__partial seconds 0.547
DONE lumina 235 400 ragognize_train_2214__complete seconds 0.53
DONE lumina 236 400 ragognize_train_2214__partial seconds 0.519
DONE lumina 237 400 ragognize_train_2266__complete seconds 0.522
DONE lumina 238 400 ragognize_train_2266__partial seconds 0.523
DONE lumina 239 400 ragognize_train_2328__complete seconds 0.555
DONE lumina 240 400 ragognize_train_2328__partial seconds 0.547
DONE lumina 241 400 ragognize_test_0690__complete seconds 0.393
DONE lumina 242 400 ragognize_test_0690__partial seconds 0.489
DONE lumina 243 400 ragognize_test_1012__complete seconds 0.502
DONE lumina 244 400 ragognize_test_1012__partial seconds 0.526
DONE lumina 245 400 ragognize_test_1021__complete seconds 0.512
DONE lumina 246 400 ragognize_test_1021__partial seconds 0.637
DONE lumina 247 400 ragognize_test_1668__complete seconds 0.416
DONE lumina 248 400 ragognize_test_1668__partial seconds 0.408
DONE lumina 249 400 ragognize_test_1722__complete seconds 0.531
DONE lumina 250 400 ragognize_test_1722__partial seconds 0.52
DONE lumina 251 400 ragognize_test_2227__complete seconds 0.526
DONE lumina 252 400 ragognize_test_2227__partial seconds 0.516
DONE lumina 253 400 ragognize_train_0001__complete seconds 0.523
DONE lumina 254 400 ragognize_train_0001__partial seconds 0.523
DONE lumina 255 400 ragognize_train_0061__complete seconds 0.518
DONE lumina 256 400 ragognize_train_0061__partial seconds 0.519
DONE lumina 257 400 ragognize_train_0151__complete seconds 0.492
DONE lumina 258 400 ragognize_train_0151__partial seconds 0.533
DONE lumina 259 400 ragognize_train_0189__complete seconds 0.533
DONE lumina 260 400 ragognize_train_0189__partial seconds 0.53
DONE lumina 261 400 ragognize_train_0230__complete seconds 0.498
DONE lumina 262 400 ragognize_train_0230__partial seconds 0.493
DONE lumina 263 400 ragognize_train_0235__complete seconds 0.647
DONE lumina 264 400 ragognize_train_0235__partial seconds 0.631
DONE lumina 265 400 ragognize_train_0380__complete seconds 0.52
DONE lumina 266 400 ragognize_train_0380__partial seconds 0.516
DONE lumina 267 400 ragognize_train_0399__complete seconds 0.655
DONE lumina 268 400 ragognize_train_0399__partial seconds 0.526
DONE lumina 269 400 ragognize_train_0403__complete seconds 0.533
DONE lumina 270 400 ragognize_train_0403__partial seconds 0.641
DONE lumina 271 400 ragognize_train_0466__complete seconds 0.529
DONE lumina 272 400 ragognize_train_0466__partial seconds 0.517
DONE lumina 273 400 ragognize_train_0514__complete seconds 0.531
DONE lumina 274 400 ragognize_train_0514__partial seconds 0.549
DONE lumina 275 400 ragognize_train_0615__complete seconds 0.703
DONE lumina 276 400 ragognize_train_0615__partial seconds 0.69
DONE lumina 277 400 ragognize_train_0642__complete seconds 0.526
DONE lumina 278 400 ragognize_train_0642__partial seconds 0.529
DONE lumina 279 400 ragognize_train_0646__complete seconds 0.521
DONE lumina 280 400 ragognize_train_0646__partial seconds 0.532
DONE lumina 281 400 ragognize_train_0653__complete seconds 0.517
DONE lumina 282 400 ragognize_train_0653__partial seconds 0.527
DONE lumina 283 400 ragognize_train_0949__complete seconds 0.499
DONE lumina 284 400 ragognize_train_0949__partial seconds 0.386
DONE lumina 285 400 ragognize_train_1068__complete seconds 0.514
DONE lumina 286 400 ragognize_train_1068__partial seconds 0.522
DONE lumina 287 400 ragognize_train_1147__complete seconds 0.52
DONE lumina 288 400 ragognize_train_1147__partial seconds 0.551
DONE lumina 289 400 ragognize_train_1155__complete seconds 0.522
DONE lumina 290 400 ragognize_train_1155__partial seconds 0.519
DONE lumina 291 400 ragognize_train_1160__complete seconds 0.518
DONE lumina 292 400 ragognize_train_1160__partial seconds 0.625
DONE lumina 293 400 ragognize_train_1219__complete seconds 0.416
DONE lumina 294 400 ragognize_train_1219__partial seconds 0.413
DONE lumina 295 400 ragognize_train_1333__complete seconds 0.534
DONE lumina 296 400 ragognize_train_1333__partial seconds 0.526
DONE lumina 297 400 ragognize_train_1336__complete seconds 0.528
DONE lumina 298 400 ragognize_train_1336__partial seconds 0.523
DONE lumina 299 400 ragognize_train_1401__complete seconds 0.499
DONE lumina 300 400 ragognize_train_1401__partial seconds 0.5
DONE lumina 301 400 ragognize_train_1478__complete seconds 0.394
DONE lumina 302 400 ragognize_train_1478__partial seconds 0.382
DONE lumina 303 400 ragognize_train_1505__complete seconds 0.509
DONE lumina 304 400 ragognize_train_1505__partial seconds 0.514
DONE lumina 305 400 ragognize_train_1542__complete seconds 0.516
DONE lumina 306 400 ragognize_train_1542__partial seconds 0.517
DONE lumina 307 400 ragognize_train_1657__complete seconds 0.509
DONE lumina 308 400 ragognize_train_1657__partial seconds 0.521
DONE lumina 309 400 ragognize_train_1661__complete seconds 0.528
DONE lumina 310 400 ragognize_train_1661__partial seconds 0.525
DONE lumina 311 400 ragognize_train_1664__complete seconds 0.524
DONE lumina 312 400 ragognize_train_1664__partial seconds 0.516
DONE lumina 313 400 ragognize_train_1773__complete seconds 0.398
DONE lumina 314 400 ragognize_train_1773__partial seconds 0.503
DONE lumina 315 400 ragognize_train_2028__complete seconds 0.446
DONE lumina 316 400 ragognize_train_2028__partial seconds 0.578
DONE lumina 317 400 ragognize_train_2062__complete seconds 0.502
DONE lumina 318 400 ragognize_train_2062__partial seconds 0.517
DONE lumina 319 400 ragognize_train_2331__complete seconds 0.522
DONE lumina 320 400 ragognize_train_2331__partial seconds 0.526
DONE lumina 321 400 ragognize_test_0059__complete seconds 0.626
DONE lumina 322 400 ragognize_test_0059__partial seconds 0.656
DONE lumina 323 400 ragognize_test_0172__complete seconds 0.538
DONE lumina 324 400 ragognize_test_0172__partial seconds 0.664
DONE lumina 325 400 ragognize_test_1644__complete seconds 0.522
DONE lumina 326 400 ragognize_test_1644__partial seconds 0.62
DONE lumina 327 400 ragognize_test_1723__complete seconds 0.535
DONE lumina 328 400 ragognize_test_1723__partial seconds 0.632
DONE lumina 329 400 ragognize_test_1817__complete seconds 0.526
DONE lumina 330 400 ragognize_test_1817__partial seconds 0.528
DONE lumina 331 400 ragognize_test_1887__complete seconds 0.515
DONE lumina 332 400 ragognize_test_1887__partial seconds 0.633
DONE lumina 333 400 ragognize_test_2231__complete seconds 0.52
DONE lumina 334 400 ragognize_test_2231__partial seconds 0.522
DONE lumina 335 400 ragognize_test_2340__complete seconds 0.529
DONE lumina 336 400 ragognize_test_2340__partial seconds 0.526
DONE lumina 337 400 ragognize_train_0043__complete seconds 0.536
DONE lumina 338 400 ragognize_train_0043__partial seconds 0.515
DONE lumina 339 400 ragognize_train_0169__complete seconds 0.519
DONE lumina 340 400 ragognize_train_0169__partial seconds 0.521
DONE lumina 341 400 ragognize_train_0253__complete seconds 0.494
DONE lumina 342 400 ragognize_train_0253__partial seconds 0.494
DONE lumina 343 400 ragognize_train_0265__complete seconds 0.543
DONE lumina 344 400 ragognize_train_0265__partial seconds 0.554
DONE lumina 345 400 ragognize_train_0284__complete seconds 0.522
DONE lumina 346 400 ragognize_train_0284__partial seconds 0.527
DONE lumina 347 400 ragognize_train_0354__complete seconds 0.514
DONE lumina 348 400 ragognize_train_0354__partial seconds 0.624
DONE lumina 349 400 ragognize_train_0366__complete seconds 0.522
DONE lumina 350 400 ragognize_train_0366__partial seconds 0.534
DONE lumina 351 400 ragognize_train_0368__complete seconds 0.586
DONE lumina 352 400 ragognize_train_0368__partial seconds 0.799
DONE lumina 353 400 ragognize_train_0498__complete seconds 0.479
DONE lumina 354 400 ragognize_train_0498__partial seconds 0.49
DONE lumina 355 400 ragognize_train_0719__complete seconds 0.625
DONE lumina 356 400 ragognize_train_0719__partial seconds 0.618
DONE lumina 357 400 ragognize_train_0891__complete seconds 0.531
DONE lumina 358 400 ragognize_train_0891__partial seconds 0.536
DONE lumina 359 400 ragognize_train_0928__complete seconds 0.52
DONE lumina 360 400 ragognize_train_0928__partial seconds 0.521
DONE lumina 361 400 ragognize_train_0951__complete seconds 0.53
DONE lumina 362 400 ragognize_train_0951__partial seconds 0.533
DONE lumina 363 400 ragognize_train_0974__complete seconds 0.546
DONE lumina 364 400 ragognize_train_0974__partial seconds 0.669
DONE lumina 365 400 ragognize_train_1035__complete seconds 0.53
DONE lumina 366 400 ragognize_train_1035__partial seconds 0.639
DONE lumina 367 400 ragognize_train_1042__complete seconds 0.521
DONE lumina 368 400 ragognize_train_1042__partial seconds 0.787
DONE lumina 369 400 ragognize_train_1205__complete seconds 0.499
DONE lumina 370 400 ragognize_train_1205__partial seconds 0.522
DONE lumina 371 400 ragognize_train_1359__complete seconds 0.68
DONE lumina 372 400 ragognize_train_1359__partial seconds 0.679
DONE lumina 373 400 ragognize_train_1415__complete seconds 0.629
DONE lumina 374 400 ragognize_train_1415__partial seconds 0.643
DONE lumina 375 400 ragognize_train_1472__complete seconds 0.521
DONE lumina 376 400 ragognize_train_1472__partial seconds 0.517
DONE lumina 377 400 ragognize_train_1543__complete seconds 0.68
DONE lumina 378 400 ragognize_train_1543__partial seconds 0.671
DONE lumina 379 400 ragognize_train_1711__complete seconds 0.525
DONE lumina 380 400 ragognize_train_1711__partial seconds 0.495
DONE lumina 381 400 ragognize_train_1777__complete seconds 0.532
DONE lumina 382 400 ragognize_train_1777__partial seconds 0.525
DONE lumina 383 400 ragognize_train_1821__complete seconds 0.523
DONE lumina 384 400 ragognize_train_1821__partial seconds 0.521
DONE lumina 385 400 ragognize_train_1869__complete seconds 0.531
DONE lumina 386 400 ragognize_train_1869__partial seconds 0.524
DONE lumina 387 400 ragognize_train_1871__complete seconds 0.516
DONE lumina 388 400 ragognize_train_1871__partial seconds 0.533
DONE lumina 389 400 ragognize_train_1879__complete seconds 0.672
DONE lumina 390 400 ragognize_train_1879__partial seconds 0.652
DONE lumina 391 400 ragognize_train_2144__complete seconds 0.548
DONE lumina 392 400 ragognize_train_2144__partial seconds 0.662
DONE lumina 393 400 ragognize_train_2167__complete seconds 0.535
DONE lumina 394 400 ragognize_train_2167__partial seconds 0.532
DONE lumina 395 400 ragognize_train_2232__complete seconds 0.54
DONE lumina 396 400 ragognize_train_2232__partial seconds 0.545
DONE lumina 397 400 ragognize_train_2268__complete seconds 0.566
DONE lumina 398 400 ragognize_train_2268__partial seconds 0.566
DONE lumina 399 400 ragognize_train_2314__complete seconds 0.644
DONE lumina 400 400 ragognize_train_2314__partial seconds 0.522
{
  "stages": [
    "generate",
    "core",
    "attention",
    "lumina"
  ],
  "selected_rows": 400,
  "area": "D:\\Projects\\Multi_Agent_Graph_Analysis\\prelab\\round9_evidence_binding\\data"
}
